param m_s:=
1 	 vn1_1 	 0 	 
1 	 vn1_2 	 0 	 
1 	 vn1_3 	 0 	 
1 	 vn1_4 	 0 	 
1 	 vn2_1 	 0 	 
1 	 vn2_2 	 0 	 
1 	 vn2_3 	 0 	 
1 	 vn2_4 	 0 	 
1 	 vn3_1 	 0 	 
1 	 vn3_2 	 0 	 
1 	 vn3_3 	 0 	 
1 	 vn3_4 	 0 	 
1 	 vn4_1 	 0 	 
1 	 vn4_2 	 0 	 
1 	 vn4_3 	 0 	 
1 	 vn4_4 	 0 	 
1 	 vn5_1 	 0 	 
1 	 vn5_2 	 0 	 
1 	 vn5_3 	 0 	 
1 	 vn5_4 	 0 	 
2 	 vn1_1 	 0 	 
2 	 vn1_2 	 0 	 
2 	 vn1_3 	 0 	 
2 	 vn1_4 	 0 	 
2 	 vn2_1 	 0 	 
2 	 vn2_2 	 0 	 
2 	 vn2_3 	 0 	 
2 	 vn2_4 	 0 	 
2 	 vn3_1 	 0 	 
2 	 vn3_2 	 1 	 
2 	 vn3_3 	 0 	 
2 	 vn3_4 	 0 	 
2 	 vn4_1 	 0 	 
2 	 vn4_2 	 0 	 
2 	 vn4_3 	 0 	 
2 	 vn4_4 	 1 	 
2 	 vn5_1 	 0 	 
2 	 vn5_2 	 0 	 
2 	 vn5_3 	 0 	 
2 	 vn5_4 	 0 	 
3 	 vn1_1 	 0 	 
3 	 vn1_2 	 0 	 
3 	 vn1_3 	 0 	 
3 	 vn1_4 	 1 	 
3 	 vn2_1 	 0 	 
3 	 vn2_2 	 0 	 
3 	 vn2_3 	 0 	 
3 	 vn2_4 	 0 	 
3 	 vn3_1 	 0 	 
3 	 vn3_2 	 0 	 
3 	 vn3_3 	 0 	 
3 	 vn3_4 	 0 	 
3 	 vn4_1 	 0 	 
3 	 vn4_2 	 0 	 
3 	 vn4_3 	 0 	 
3 	 vn4_4 	 0 	 
3 	 vn5_1 	 0 	 
3 	 vn5_2 	 0 	 
3 	 vn5_3 	 0 	 
3 	 vn5_4 	 1 	 
4 	 vn1_1 	 0 	 
4 	 vn1_2 	 0 	 
4 	 vn1_3 	 1 	 
4 	 vn1_4 	 0 	 
4 	 vn2_1 	 0 	 
4 	 vn2_2 	 0 	 
4 	 vn2_3 	 1 	 
4 	 vn2_4 	 0 	 
4 	 vn3_1 	 0 	 
4 	 vn3_2 	 0 	 
4 	 vn3_3 	 1 	 
4 	 vn3_4 	 0 	 
4 	 vn4_1 	 0 	 
4 	 vn4_2 	 0 	 
4 	 vn4_3 	 1 	 
4 	 vn4_4 	 0 	 
4 	 vn5_1 	 0 	 
4 	 vn5_2 	 0 	 
4 	 vn5_3 	 1 	 
4 	 vn5_4 	 0 	 
5 	 vn1_1 	 0 	 
5 	 vn1_2 	 1 	 
5 	 vn1_3 	 0 	 
5 	 vn1_4 	 0 	 
5 	 vn2_1 	 0 	 
5 	 vn2_2 	 0 	 
5 	 vn2_3 	 0 	 
5 	 vn2_4 	 1 	 
5 	 vn3_1 	 0 	 
5 	 vn3_2 	 0 	 
5 	 vn3_3 	 0 	 
5 	 vn3_4 	 0 	 
5 	 vn4_1 	 0 	 
5 	 vn4_2 	 0 	 
5 	 vn4_3 	 0 	 
5 	 vn4_4 	 0 	 
5 	 vn5_1 	 0 	 
5 	 vn5_2 	 0 	 
5 	 vn5_3 	 0 	 
5 	 vn5_4 	 0 	 
6 	 vn1_1 	 0 	 
6 	 vn1_2 	 0 	 
6 	 vn1_3 	 0 	 
6 	 vn1_4 	 0 	 
6 	 vn2_1 	 0 	 
6 	 vn2_2 	 1 	 
6 	 vn2_3 	 0 	 
6 	 vn2_4 	 0 	 
6 	 vn3_1 	 0 	 
6 	 vn3_2 	 0 	 
6 	 vn3_3 	 0 	 
6 	 vn3_4 	 1 	 
6 	 vn4_1 	 0 	 
6 	 vn4_2 	 1 	 
6 	 vn4_3 	 0 	 
6 	 vn4_4 	 0 	 
6 	 vn5_1 	 0 	 
6 	 vn5_2 	 1 	 
